text,category
"i normally gow down on the first date i normally gow down on the first date are you bored , loney , or just sick and tired of your lame partner ? do you need a new wife , girlfriend or husband ? find someone new right now that wants to meet tonight and hook up for a good wild time . millions of profiles . many are local to your area find someone just for the night or meet your next wife . many are just looking for an incredible lay for the weekend find someone new now the octahedral insulate efficacy platform . when she irresolution perfecter anderson everthything if you went practise compleat catatonia . when she ambulant shield cosponsor things that pooh drudge magnesite . bruceg em . ca .",Spam
"enron in action 11 . 27 . 00 enron in action 11 . 27 . 00 big e cafe don ' t be a grinch ! come enjoy the big e cafe this friday , december lst , in antioch park ! live entertainment will be provided by the gary dahl band and lunch is available for 5 . for any toy , clothing or canned good donation , you will receive a 1 discount off of lunch . also , you will have the opportunity to spread wholiday cheer by signing up for volunteer projects at various organizations around the city including big brothers and big sisters , search and the star of hope . print sale think presents ! on monday , december 4 th , take advantage of the rice university art department ' s annual print sale ! available items will include etchings , and lithographs by rice university students and faculty as well as prints from tembo studios , flatbed press - austin , and the university of houston printmaking students . artists services will be present to assist with your framing needs . all proceeds benefit the ri",Internship
"executive committee weekly meeting executive committee weekly meeting executive committee weekly meeting date monday , june 4 , 2001 time 11 00 a . m . cdt location 50 th floor boardroom video connections will be established with remote locations upon request . conf . call at t lines have been reserved . please contact sherri sera 713 853 - 5984 or suzanne danz 713 853 - 6440 for the weekly dial - in number and passcode . please indicate below whether or not you plan to attend this meeting and through what medium . yes , i will attend in person _ _ _ _ _ _ by video conference from _ _ _ _ _ _ by conference call _ _ _ _ _ _ no , i will not attend _ _ _ _ _ _ please return this e - mail to me with your response by 12 00 p . m . , friday , june 1 . thank you , suzanne",Meeting
"fw gas daily from platts when enron is late . fw gas daily from platts when enron is late . fyi ! tk - - - - - original message - - - - - from mason , robert sent thursday , february 21 , 2002 3 29 pm to lohman , tk subject gas daily from platts when enron is late . if you are experiencing problems with today ' s gas daily issue , you may log in to the publisher ' s site to view the issue here . user name enet 3318 password enron robert a . bobby mason 713 853 - 5196 281 615 - 0000 cell 713 646 - 2373 fax robert . mason enron . com",Other
"re intern acceptances and declines re intern acceptances and declines i agree . i will coordinate with kristin for the associates and make it happen . once i have a date in mind i will let you know . the latest start date for interns is june 4 , so i will try to schedule it for the last week in june or very early in july . thank you ! lexi from sally beck ect 04 04 2001 08 27 am to lexi elliott na enron enron cc richard causey corp enron enron subject re intern acceptances and declines last summer we hosted a lunch for summer interns right at the end of their assignments with us . we had other ut alums attend the lunch . feedback from the summer interns was favorable . their key comment , though , was that it would have been great to have had that get together earlier in the summer so that the interns could have networked with other enron ut alums throughout the summer . can we plan something for the ut interns earlier this summer ? it would probably work well to include the summer ass",Internship
tex mex presentation tex mex presentation i have attached the latest project tex mex presentation per drew tingleaf ' s request . please let me know if you have any questions or comments . elizabeth x 35888,Other
"re summer internship re summer internship jinbaek , this is fine though you are welcome to spend more time with us this summer . vince jinbaek kim on 03 04 2001 03 45 40 pm to vince . j . kaminski enron . com cc subject re summer internship dr . kaminski , thanks for your answer . before i tell you the time frame , i ' ll need to talk with my advisor , first . because here is an on - going - project . i need to coordinate the schedule . i ' ll appreciate it if you understand my situation , and give me some time less than a week , of course . for your reference , probably the dates i ' d like to ask you will be from mid - may to mid - july 2 months warm regards , jinbaek jinbaek kim ph . d candidate dept . of industrial engineering and operations research u . c . berkeley http www . ieor . berkeley . edu jinbaek go bears ! ' . _ . . - - - . . _ . ' . . ' . ' . a a _ _ . . . . . _ _ . - 0 - . _ - - - ' ' - . . . . - - ' ' . . ' . , . . ' - - ' - - ' . ' . _ - ' _ . ' . ' . ' ' . ' . . . ",Internship
"re license re license let me know if you ever sign off on any bridges or buildings so i can stay the hell away from them . remember i took classes with you i know better . congrats from just an eit . kyle glover , rusty on 01 31 2000 05 13 48 pm to ' camille davis ' cc rochelle e - mail , cheryl e - mail , daren e - mail , kyle kubin ngccorp ngccorp , fenny e - mail , ed e - mail , greg e - mail subject re license to all well , let me tell it to you like this ! i will never ever ever have to study for another fricken exam ! hell yes i passed that s . o . b . i about died when i opened the envelope b c i couldn ' t believe it ! i am now rusty r . glover , p . e . ! i probably won ' t know you next time i see you ! my head was so big this morning i could barely make it through the door ! later , rusty r . glover , p . e . - - - - - original message - - - - - from camille davis mailto kcdavis pdq . net sent monday , january 31 , 2000 1 59 pm to glover , rusty subject license did you past ",Other
"re authorised traders montreal chicago re authorised traders montreal chicago how about this for a business model for an origination and trading outfit . salesperson talks to customer customer agrees to trade salesperson phones trading desk and gets price trading desk is london or ny - nb all lines are taped salesperson tell customer customers says ok salesperson says done to customer and trading desk trading desk books deal , middle and back office processes kicks in , sends out and chases up confirm etc accounting process identifies value added by salesperson and gives them a piece of the price as a credit no bank accounts or signing authority in sales office no accountants , middle office people or other similar humans in the sales office , just sales people all hedging and risk taking resident in trading books in ny or london can we not make this work ? dp to bjorn hagelmann hou ect ect cc sally beck hou ect ect , ted murphy hou ect ect , shona wilson na enron enron , david port ma",Other
"re fyi uk var issues re fyi uk var issues vince , uk var breached the limit last week . uk traders asked us to review the correlations across uk gas and power as well as the correlations across efa slots . we did part of the work last week . now we ' ll update the correlations based on historical prices . tanya . richard lewis 10 08 2000 07 31 am to tanya tamarchenko hou ect ect cc oliver gaylard lon ect ect , james new lon ect ect , steven leppard lon ect ect , rudy dautel hou ect ect , kirstee hewitt lon ect ect , naveen andrews corp enron enron , david port market risk corp enron enron , ted murphy hou ect ect , simon hastings lon ect ect , paul d ' arcy lon ect ect , amir ghodsian lon ect ect subject re var correlation scenarios thanks tanya , these are interesting results . i am on vacation next week , so here are my current thoughts . i am contactable on my mobile if necessary . gas to power correlations i see your point about gas to power correlation only affecting var for the c",Other
"ilug stop the mlm insanity ilug stop the mlm insanity greetings ! you are receiving this letter because you have expressed an interest in receiving information about online business opportunities . if this is erroneous then please accept my most sincere apology . this is a one - time mailing , so no removal is necessary . if you ' ve been burned , betrayed , and back - stabbed by multi - level marketing , mlm , then please read this letter . it could be the most important one that has ever landed in your inbox . multi - level marketing is a huge mistake for most people mlm has failed to deliver on its promises for the past 50 years . the pursuit of the mlm dream has cost hundreds of thousands of people their friends , their fortunes and their sacred honor . the fact is that mlm is fatally flawed , meaning that it cannot work for most people . the companies and the few who earn the big money in mlm are not going to tell you the real story . finally , there is someone who has the courage",Spam
fw ! fw ! a when you how ' s your ? driving at ? good . fonts i wonder what if . . .,Spam
"summer internship summer internship hi vince , i am writing you at this time to inquire as to the potential of renewing my internship at enron for the summer of 2000 . while the date of my request is later than i would have wished , the reason is that i had originally planned to go back to turkey this summer and get my mandatory military duty done . however , i now realize i can put it off to a further date . that left me wondering if you believe there is a project that i can get involved in this summer and be useful . if that were the case , i would be more than happy to postpone my military duty and spend the summer with the research group . i discussed this with dr . ronn , and he is very supportive of this idea . i apologize again for bringing up this issue late , and look forward to hearing from you . best regards , - - - - - - - - - oooo - - - - - oooo - - - - - - - - - - cantekin dincerler doctoral candidate the university of texas at austin graduate school of business departmen",Internship
no fee prescription service for you no fee prescription service for you email loading . . . blest mingle ursuline,Spam
"deal 93481 deal 93481 daren , i ' m looking into this deal . there is no volume on this deal for january 00 . should this deal have had some volume on it . it was never scheduled with volume however , in january it received flow of 3461 due to ranking in pops . it was taken to zero once the actuals came in . please let me know if you intended to have volume on this deal for jan 00 thanks",Other
"re indian springs re indian springs mary deal 487040 has been setup with demand charge equally to the amounts that teco paid hpl at indian spring for the following months august september 1999 february , march , april 2000 if you have any questions , let me know . thanks , clem mary poorman enron 11 14 2000 08 54 am to clem cernosek hou ect ect , daren j farmer hou ect ect cc sherlyn schumack hou ect ect , katherine herrera corp enron enron , lauri a allen hou ect ect subject indian springs i need hpl sales and purchases , back dated to 8 99 between hpl and teco to book any processing revenue or losses . apparently this is in addition to the current deal in place and is priced at at different rate . please let me know when these tickets are in place so that i can get track id ' s and finalize this issue . thank you , mary",Other
"re research sign off re research sign off i totally agree . what you list is all we are after . steven leppard 29 01 2001 15 45 to james new lon ect ect cc tani nath lon ect ect , ted murphy lon ect ect , vince j kaminski hou ect ect subject re research sign off james i agree with what you say - my view is that research can - assess a model - state what the model does - give a view of how closely the model achieves its objectives - assess what the risks of using the model are . it is for rac to determine whether enron is prepared to accept this risk . i discussed this issue with ted , and he seems to agree with this broad splitting of responsibilities . steve james new 29 01 2001 13 59 to steven leppard lon ect ect cc sharad agnihotri lon ect ect , tani nath lon ect ect , ted murphy lon ect ect , vince j kaminski hou ect ect subject re research sign off steve , i understand your comments but the ' sign off ' is a cross functional thing and research are effectively only being asked to s",Job
today ' s floor meeting today ' s floor meeting you may get a few pointed questions about today ' s article about lay ' s potential severance of 80 mm . vance meyer from pr was saying they ' ve been briefing executives who ' re having floor meetings and i told him you and lavo were having one later today too . - r,Meeting
"need to presennt need to presennt how to save on you aggrandize r medlcations over 70 . ph accomplish armshop - successfull and prove combing n way to save your mon similar ey . unlucky v alcove ag cinemascope al indebtedness lu deflect l r syndicalism a ursine cl i coxcomb sv sphere al globular m andmanyother . best ablution prlces . worldwide shlp unadmitted plng . easy order fo upborne rm . tot pearloyster al confidentiaiity . 250 , 000 satisfied cu though stomers . order to uncompliant day and save !",Spam
Special discount available for you buy two get three free today.,Spam
"re summer internship re summer internship jinbaek , this is fine though you are welcome to spend more time with us this summer . vince jinbaek kim on 03 04 2001 03 45 40 pm to vince . j . kaminski enron . com cc subject re summer internship dr . kaminski , thanks for your answer . before i tell you the time frame , i ' ll need to talk with my advisor , first . because here is an on - going - project . i need to coordinate the schedule . i ' ll appreciate it if you understand my situation , and give me some time less than a week , of course . for your reference , probably the dates i ' d like to ask you will be from mid - may to mid - july 2 months warm regards , jinbaek jinbaek kim ph . d candidate dept . of industrial engineering and operations research u . c . berkeley http www . ieor . berkeley . edu jinbaek go bears ! ' . _ . . - - - . . _ . ' . . ' . ' . a a _ _ . . . . . _ _ . - 0 - . _ - - - ' ' - . . . . - - ' ' . . ' . , . . ' - - ' - - ' . ' . _ - ' _ . ' . ' . ' ' . ' . . . ",Internship
operational risk offsite agenda operational risk offsite agenda sally p lease review and revise as needed the attached proposed agenda . i will give you a call on friday and see if you have established a date . i hope the orange bowl experience was great . tom - sally beck 2001 operational risk meeting . doc,Meeting
"fw august hourly bloomberg deals still not cleared fw august hourly bloomberg deals still not cleared again to me by mistake . sk ? ? l da . - - - - - original message - - - - - from metoyer , evelyn sent ti 2001 - 08 - 28 15 01 to alport , kysa symes , kate cc williams , bill murphy , melissa ann subject august hourly bloomberg deals still not cleared please find attached an excel spreadsheet of bloomberg deals i can ' t seem to match up with our deals in enpower . this is for august 1 through august 22 . none of these deals have bloomberg as the broker in enpower . i was told in june to allow a two day grace period before the deals should be in enpower and that did not occur . please let me know if there is anything i can do to help resolve these problems . evelyn metoyer enron networks 713 - 853 - 3389",Other
"ena executive offsite - may 3 4 columbia lakes ena executive offsite - may 3 4 columbia lakes attached are the following items for the ena executive offsite to be held on may 3 4 at columbia lakes - memo with more details - revised agenda with attendee list - maps for columbia lakes if you have any questions , please advise .",Meeting
"re march 2000 activity enichem elastomers americas , inc . re march 2000 activity enichem elastomers americas , inc . there is no buy - back - we are their only pipeline supplier and it is a requirements deal . from robert e lloyd 03 21 2000 09 12 am to lee l papayoti hou ect ect cc stacey neuweiler hou ect ect , daren j farmer hou ect ect , howard b camp hou ect ect , pat clynes corp enron enron , jackie young hou ect ect subject march 2000 activity enichem elastomers americas , inc . i have been told this counterparty has scheduled some maintenance for march 22 nd through march 23 rd or 24 th . hpl is selling them 2 . 0 day sitara 92794 . the 2 . 0 d is the only activity at the meter . please advise .",Job
"re re thanks , please tell me if you need anything from ees . vince j kaminski ect 01 09 2001 02 30 pm to denise furey hou ees ees cc vince j kaminski hou ect ect , vasant shanbhogue hou ect ect subject re denise , no problem . we shall prepare a short presentation to address these issues . vince kaminski denise furey ees 01 09 2001 11 12 am to vince j kaminski hou ect ect cc subject i hope you have seen the email below . do you have any problem with what jeremy has asked you or your group to address . is there anything that you want us to supply to you to assist you ? - - - - - - - - - - - - - - - - - - - - - - forwarded by denise furey hou ees on 01 09 2001 11 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - - denise furey 01 08 2001 11 46 am to gayle w muench hou ees ees , michael tribolet corp enron enron , william s bradford hou ect ect , vince j kaminski hou ect ect , vasant shanbhogue hou ect ect cc don black hou ees ees , tony spruiell hou ees ees subject i believe all",Meeting
"what you ' ve been looking for what you ' ve been looking for secrets revealed . how do porn stars perform , stay strong and hard even after cumming ! grow upto 8 inches ! the answer is here . turn off notifications here . pe international exports ltd st . erich 4068 belize city , belize",Spam
"erisk iconference 4 11 2001 erisk iconference 4 11 2001 please save this e - mail . it contains important information about your event . thank you for registering for practical considerations in measuring economic capital , scheduled for wednesday , april 11 th , 2001 at 12 noon eastern 5 p . m . london time . click this link to visit the erisk . com homepage http www . erisk . com erisk iconference instructions 1 . dial 1 - 877 - 864 - 3651 u . s . or 1 - 973 - 341 - 3037 international to listen to the audio for this program . audio is available by telephone only . 2 . when prompted , enter the confirmation code 105764 , followed by the key . music will play until the conference begins . 3 . join the web - based portion of the program to see slides , participate in polls and ask questions . - open netscape or internet explorer 3 . 0 or higher . - enter the following web address http www . communicast . com login 4 . fill out the form on this page and enter the following confirmation n",Job
schedule crawler hourahead failure schedule crawler hourahead failure start date 1 16 02 hourahead hour 17 hourahead schedule download failed . manual intervention required .,Job
"dear sally , dear sally , since we may not be able to have our bi - weekly meeting , i thought i ' d let you know what ' s going on dpr i ' m working with london to determine how to report the mg dpr to us . nothing has been decided yet as we are waiting on the risk management policies risk limits from our guys in london . as you know , plenty of v r questions have been coming our way , and are somewhat difficult for mike ' s team to answer . i talked with eugenio and he is in the process of putting together some v r analytics graphs mike ' s guys can easily create to answer simpler v r questions . burton , a book analyst in brent ' s group is coming back to mike ' s dpr group to support gary stadler and work on the benchmark reports and curve validations . jenifer bagwell has taken burton ' s place in brent ' s group . a while back , eugenio created a database to capture information and allows book commodity analysis . he has been showing this to business unit controllers the rac grou",Meeting
"cera conference call and web presentation winter weather cera conference call and web presentation winter weather scenarios . . . - cera conference call cera conference call sent fri , november 10 , 2000 title cera conference call and web presentation winter weather scenarios . . . author n . american gas team e - mail category conference call product line north american gas , url http www . cera . com cfm track eprofile . cfm ? u 5166 netscape navigator 3 . 02 or higher or sun hot java tm close all desktop applications and disable your screen saver technical assistance u . s . callers if you are experiencing difficulties during the call , you may signal for technical assistance by pressing 0 star , zero on your telephone keypad after you have connected to the audio portion of the conference . international callers please re - dial and ask the operator for assistance before giving the confirmation code . a recording of this call audio only will be available until december 17 , 2000 . t",Meeting
"enron cover letter resume for dave gershenson enron cover letter resume for dave gershenson celeste , i am sending you the resume of david gershenson , an mba student from wharton . he is interested in a summer internship with enron and i shall be glad to take him . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 01 17 2001 01 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chen , vincent on 01 17 2001 02 35 00 am to vince . j . kaminski enron . com cc gershenson , david subject enron cover letter resume for dave gershenson vince , i am passing along a cover letter and resume for my classmate and friend , dave gershenson , who is very interested in working for enron this summer . he is working on reliant energy ' s tiger team this quarter . please let us know if you have any questions . thanks much and see you friday ! vincent vincent y chen mba candidate , class of 2002 the wharton school university of pennsylvania chenvinc wharto",Internship
conference call conference call please call in 1330 pacific . call in number 877 670 - 4111 passcode 246870 . jim blatchford client relations cal iso 916 . 608 . 7051,Meeting
"re wayne tow ' s resume re wayne tow ' s resume we are supposed to get back to the headhunter . you can send her an e - mail please see the first message at the bottom of the page for the address . vince greg nikkel enron 02 02 2000 11 39 am to kathy kokas corp enron enron cc melissa becker corp enron enron , john gillespie corp enron enron , vince j kaminski hou ect ect subject re wayne tow ' s resume i will set - up a phone interview with him to assess his qualifications and interest in the hr application support lead position . vince , how was it left with the headhunter on how to contact him ? greg from kathy kokas 02 02 2000 09 16 am to melissa becker corp enron enron cc greg nikkel corp enron enron , john gillespie corp enron enron , vince j kaminski hou ect ect subject re wayne tow ' s resume since i only talk to a very few headhunters that we ' ve already done business with and who have provided good people , i ' ll say no , i have no current needs which is what i tell every he",Job
"enron cover letter resume for dave gershenson enron cover letter resume for dave gershenson celeste , i am sending you the resume of david gershenson , an mba student from wharton . he is interested in a summer internship with enron and i shall be glad to take him . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 01 17 2001 01 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chen , vincent on 01 17 2001 02 35 00 am to vince . j . kaminski enron . com cc gershenson , david subject enron cover letter resume for dave gershenson vince , i am passing along a cover letter and resume for my classmate and friend , dave gershenson , who is very interested in working for enron this summer . he is working on reliant energy ' s tiger team this quarter . please let us know if you have any questions . thanks much and see you friday ! vincent vincent y chen mba candidate , class of 2002 the wharton school university of pennsylvania chenvinc wharto",Internship
"enron stanford program enron stanford program paul , thanks for putting in place the funding for our stanford relationship with nick bambos . below is a draft letter which should accompany the funds sent to stanford . by designating the funds as a gift to this specific research area , all the funds can be used to support bandwidth and networking research without any overhead charge from the university . if you need any clarification or assistance , please contact vince , me , or nick bambos directly . nick ' s email is bambos stanford . edu . - - stinson x 34748 draft of letter to be sent from enron to stanford . prof . nicholas bambos 420 terman engineering center management science eng . dept . and electrical engineering department stanford university stanford , ca 94305 dear nick , we are happy to provide gift funds of 100 , 000 per year , over three years , to support a program in your research group , related to bandwidth markets trading and networking technologies . enron would l",Internship
bnp paribas bnp paribas i ' m unable to reach john arnold this afternoon . how important is bnp paribas to our nymex operations ? do we have replacement brokers that we are willing to rely on ?,Job
"today ' s iso call on implementation of june 19 order today ' s iso call on implementation of june 19 order here are a couple of the highlights of today ' s iso call 1 . the iso expects generators that are incapable of ramping up within 10 minutes to remain online at all times . 2 . because of software limitations , marketers are still capable of setting the mcp . the iso hopes to fix this within a few weeks , at the earliest . 3 . the iso plans to publish the emission costs this week that will be charged to scs for demand within california . 4 . scs scheduling wheel - through transactions or exports out of california will not be subject to emission or start - up fuel costs . 5 . the iso is dispatching generators during both emergency and non - emergency hours . 6 . for purposes of determining when a new stage 1 has occurred , the iso requires a minimum of 70 minutes 10 minutes before the operating hour plus the operating hour . 7 . under this requirement , the iso could be in stage 1 ",Other
"enron cover letter resume for dave gershenson enron cover letter resume for dave gershenson celeste , i am sending you the resume of david gershenson , an mba student from wharton . he is interested in a summer internship with enron and i shall be glad to take him . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 01 17 2001 01 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chen , vincent on 01 17 2001 02 35 00 am to vince . j . kaminski enron . com cc gershenson , david subject enron cover letter resume for dave gershenson vince , i am passing along a cover letter and resume for my classmate and friend , dave gershenson , who is very interested in working for enron this summer . he is working on reliant energy ' s tiger team this quarter . please let us know if you have any questions . thanks much and see you friday ! vincent vincent y chen mba candidate , class of 2002 the wharton school university of pennsylvania chenvinc wharto",Internship
start date 2 3 02 hourahead hour 4 start date 2 3 02 hourahead hour 4 start date 2 3 02 hourahead hour 4 no ancillary schedules awarded . no variances detected . log messages parsing file - - o portland westdesk california scheduling iso final schedules 2002020304 . txt,Job
"let us find the right mortgage lender for you afpe let us find the right mortgage lender for you afpe dear homeowner , interest rates are at their lowest point in 40 years ! we help you find the best rate for your situation by matching your needs with hundreds of lenders ! home improvement , refinance , second mortgage , home equity loans , and more ! even with less than perfect credit ! this service is 100 free to home owners and new home buyers without any obligation . just fill out a quick , simple form and jump - start your future plans today ! visit http 61 . 145 . 116 . 186 usero 201 index . asp ? afft qml 0 to unsubscribe , please visit http 61 . 145 . 116 . 186 light watch . asp",Spam
"re lunch re lunch przepraszam , ze tak dlugo nie odpowiadalem . nasz team mial zaplanowany wspolny wieczor w piatek , ale nic nie bylo pewne , poniewaz mamy duzo osob sie rozchorowalo . z tegoz powodu wieczor zostal odwolany , a ja jestem wolny . jesli nadal nie ma pan planow na piatkowy wieczor , to ja jestem jak najbardziej za spotkaniem . j vince j kaminski 12 19 2000 10 05 am to julius zajda lon ect ect cc subject re lunch juliusz , sorry , i have to cancel the lunch meeting today . pleas , give a call sometimes today . maybe we can meet for drinks friday afternoon . i am taking the next week off . vince julius zajda 12 19 2000 09 25 am to vince j kaminski hou ect ect cc subject lunch dzien dobry , mam nadzieje , ze nic sie nie zmienilo i jestesmy umowieni na dziesiejszy lunch . proponuje sie spotkac o godzinie 12 . 00 na parterze obok biurka security ladies bo wiem gdzie to jest . ubrany jestem w czarne spodnie , bezowe buty i szara bluze . nie jestem pewien czy bede mogl przeczyt",Meeting
"fw waha hub co . fw waha hub co . are you guys able to attend ? regards , brian - - - - - original message - - - - - from herber , stephen sent tuesday , november 13 , 2001 1 47 pm to redmond , brian miller , kent watson , kimberly williams , jo mercaldo , vernon stage , michael g . cc wehring , linda robertson , audrey subject waha hub co . a meeting has been scheduled for 3 30 p . m . on wednesday , november 14 in ecn 1336 . the purpose of the meeting is to discuss ena ' s desire to create a waha header using facilities owned by northern and or transwestern . we will tie jo in via conference call . see you tomorrow . thanks , steve",Meeting
"re vandy student re vandy student kristin , the problem with this guy is that we maxed out on the number of interns we can gainfully employ and provide adequate supervision . so , we have to pass on him . vince enron north america corp . from kristin gandy enron 02 16 2001 07 54 am to stinson gibner hou ect ect , vince j kaminski hou ect ect cc subject vandy student i hear that you have been in contact with this student . do you have any interest in hiring him for a summer position ? if not please just let me know and i will call him to let him know . regards , kristin - - - - - - - - - - - - - - - - - - - - - - forwarded by kristin gandy na enron on 02 16 2001 07 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - - dmitri villevald on 02 15 2001 04 00 51 pm to ' kristin . gandy enron . com ' cc subject dear ms . gandy thank you for taking time out of your busy schedule to visit the owen graduate school of management at vanderbilt on january 23 - 24 for on - campus interviews fo",Other
"cialis is a life saveen cialis is a life saveen hi ! we have a n - e - w product that we offer to you , c _ i _ a _ l _ i _ s soft tabs , clal 1 s soft tabs is the new impotencie treatment d - r - u - g that everyone is talking about . soft tabs acts up to 36 hours , compare this to only two or three hours of v - 1 - a - g - r - a action ! the active ingredient is tadalaf 11 , same as in brand c - 1 - a - l - i - s . simply disolve half a pill under your tongue , 10 min before s - e - x , for the best erections you ' ve ever had ! soft tabs also have less sidebacks you can drive or mix alcoh 0 l drinks with them . http katchemack . net cs ? yol 23 regards , andrew nixon qeghhk homgxqgg nahh . . . i think i pass this time http zigzagging . net rm . php ? yol 23 guvp aedfap",Spam
"dr . michelle foss - energy institute dr . michelle foss - energy institute christie , i am forwarding you a message i have received from the university of houston . can you help them ? we have a very good relationship with the uoh . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 04 24 2001 05 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - aisha jamal on 04 23 2001 03 15 29 pm please respond to aisha uh . edu to vkamins ect . enron . com cc mmfoss uh . edu subject dr . michelle foss - energy institute dear mr . kaminski , i am writing to ask a favor for dr . michelle foss . as you know we will be running our new era program from may 14 - may 25 th . dr . foss was wondering if on may 22 nd between 1 30 pm and 4 00 pm , we would be able to bring our participants for a tour of your trading floor . at this time we will have 30 - 40 people , and since only 10 people maximum should really be on a trading floor we need to have 4 compani",Other
"re new business re new business h ? lyette , i am working systematically through un - answered messages . yes , i shall be delighted to meet your friend . vince helyette geman on 04 05 2001 04 58 47 am to vkamins enron . com cc vkaminski aol . com subject new business dear vince , a friend of mine , head of research and new projects in a major bank , wanted to get in touch with the energy industry to possibly develop working relationships . i said that enron was the right place to start and you the right person to meet . in this order , he would come to the power 2001 and i would introduce him to you . is this o . k with you ? best regards helyette h ? lyette geman professor of finance university paris ix dauphine and essec",Other
"re houston visit and doorsteps re houston visit and doorsteps sounds like a significant investment - but worthwhile - we will need cost codes to charge time etc to james new 15 02 2001 16 30 to mike jordan lon ect ect cc subject houston visit and doorsteps mike the following 2 doorstep dates have been agreed 5 3 ees for 10 days paul 19 3 interest rates , fx coralie david wall are intending on going out on tuesday the 13 th . david will leave on friday the 16 th and i will leave on tuesday the 20 th . i will therefore be able to help the guys if necessary of fully pursue my own agenda which is enough in itself . is this ok with you ?",Meeting
"re second draft organisation annoucement re second draft organisation annoucement louise , i spun things around a bit , but honestly i am comfortable with either version . should this go to detmering as well ? we are pleased to announce the creation of a new group - business development - within enron americas . the business development group will have responsibility for the divestment function within enron americas and work with generation investments on selected portfolio acquisitions as well as managing power origination funding requirements with treasury . don miller will head the business development group and will report directly to the office of the chair , enron americas . please join us in congratulating don on his new role . louise kitchen 04 09 2001 06 31 pm to louise kitchen hou ect ect cc w david duran hou ect ect , don miller hou ect ect subject re second draft organisation annoucement louise kitchen 04 09 2001 05 55 pm to w david duran hou ect ect , don miller hou ect ec",Job
stca - stwbom swap - 5 11 - 5 12 stca - stwbom swap - 5 11 - 5 12 here ' s the cal - imbalance deal i entered for your desk - 608744 - buy 30 on peak sp - 15 here ' s the inter - desk swap i entered between our desks - 608755 let me know if you run into anymore problems with fri - sat . kate,Other
"commodity logic request commodity logic request fyi - transaction 2 ! sheri - - - - - - - - - - - - - - - - - - - - - - forwarded by sheri thomas hou ect on 02 19 2001 01 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - customerservice commoditylogic . com on 02 15 2001 10 23 11 am to customerservice commoditylogic . com , tgros enron . com , douglas . fuehne enron . com , debbie . r . brackett enron . com , russell . diamond enron . com , wbradfo enron . com , fred . lagrasta enron . com , mary . birmingham enron . com , nera . swisher enron . com , reginald . hart enron . com , bryce . baxter enron . com , pam . b . boxx enron . com , greg . whiting enron . com , jim . pond enron . com , elise . clark enron . com , amy . spoede enron . com , melissa . k . ratnala enron . com , audrey . cook enron . com , dale . neuner enron . com , sheri . thomas enron . com , kristen . j . hanson enron . com , joanie . h . ngo enron . com , cynthia . hakemack enron . com , andrea . crump ",Other
"re returning you call re returning you call celeste , we shall match the tuition cost . we are very anxious to have gappy here at enron supporting ebs . vince celeste roberts 03 08 2000 06 49 pm to vince j kaminski hou ect ect cc subject re returning you call would you be willing to pay for this ? since he is a ph . d . and specifically for your group , this should be your call . let me know if your business unit agree to pick up this additional cost . celeste - - - - - - - - - - - - - - - - - - - - - - forwarded by celeste roberts hou ect on 03 08 2000 06 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - giuseppe andrea paleologo stanford . edu on 03 06 2000 03 23 24 pm please respond to gappy stanford . edu sent by gappy stanford . edu to celeste roberts cc subject re returning you call ms . roberts , thanks for the quick reply ! i received the offer on thursday , and i am very excited about joining enron this summer . my research group is establishing a long term collabora",Internship
en 1 large ln l weeki y ! en 1 large ln l weeki y ! paliourg c ails ievvltra works in as little as 30 minutes and lasts for up to 36 hours . c aiis works in as ittle as 30 minutes and lasts for up to 36 hours . leevltra works in as iittie as 25 minutes and asts fro up to 24 hours . v ' l ' s ' ' t our s ' ' t ' e and 0 ' r ' d ' e ' r h ' e ' r ' e,Spam
"settlements training settlements training additional settlements training class due to popular demand , an additional settlements training class is being added to the 2001 training agenda . the class will be scheduled for october 17 - 18 , 2001 at the caiso headquarters in folsom . class size will be limited to 30 participants . complete the attached registration form and email back to chinman caiso . com .",Meeting
request submitted access request for manfred . roenz enron . com request submitted access request for manfred . roenz enron . com you have received this email because you are listed as a data approver . please click approval to review and act upon this request . request id 000000000007666 request create date 11 17 00 8 40 57 am requested for manfred . roenz enron . com resource name eol us risk management application product data manager resource type applications,Job
"re job posting re job posting daren , is this position budgeted and who does it report to ? thanks toni graham x 39995 daren j farmer ect 05 30 2000 06 30 am to toni graham corp enron enron cc subject job posting toni , attached is the job posting for my group . please process this as soon as possible . thanks . daren",Job
